"Flightid";"Routecode";"Origin";"Destination";"Flightdate";"Flightdurationmins";"Aircrafttype";"Seatsavailable";"Seatssold";"Revenue";"Operationalcost"
5663;"PNQ-HYD";"PNQ";"HYD";"2026-03-25";198;"Airbus A321";220;218;936092.0;792110.07
5664;"GOI-DEL";"GOI";"DEL";"2023-07-18";92;"Boeing 737 MAX 8";186;128;451200.0;267245.66
5665;"MAA-BOM";"MAA";"BOM";"2025-08-17";71;"Airbus A321";220;177;1140057.0;947260.29
5666;"IXC-DEL";"IXC";"DEL";"2023-05-05";108;"Boeing 737 MAX 8";186;169;1667523.0;1050026.32
5667;"COK-BLR";"COK";"BLR";"2024-10-21";144;"Airbus A320neo";186;130;1048060.0;920057.02
5668;"NAG-BOM";"NAG";"BOM";"2026-06-13";58;"Boeing 737 MAX 8";186;103;1027425.0;619118.61
5669;"NAG-BOM";"NAG";"BOM";"2025-01-26";158;"Airbus A320";180;138;804402.0;460985.0
5670;"JAI-DEL";"JAI";"DEL";"2024-12-04";190;"Boeing 787-8";256;202;1417030.0;1164776.38
5671;"MAA-BOM";"MAA";"BOM";"2026-12-27";160;"Boeing 787-8";256;213;818985.0;668994.19
5672;"CCU-DEL";"CCU";"DEL";"2023-11-21";226;"Boeing 737 MAX 8";186;171;1310886.0;1100017.96
5673;"IXB-CCU";"IXB";"CCU";"2023-10-03";150;"Boeing 737 MAX 8";186;128;794752.0;548380.13
5674;"DEL-BLR";"DEL";"BLR";"2025-01-03";127;"Airbus A320";180;164;1730528.0;1435642.63
5675;"IXC-DEL";"IXC";"DEL";"2023-01-29";225;"Airbus A321";220;210;1966650.0;1694441.99
5676;"IXB-CCU";"IXB";"CCU";"2022-08-22";65;"Airbus A320neo";186;144;688464.0;614827.4
5677;"NAG-BOM";"NAG";"BOM";"2024-04-20";193;"Boeing 737 MAX 8";186;169;542152.0;461912.37
5678;"CCU-DEL";"CCU";"DEL";"2025-03-18";220;"Boeing 787-8";256;178;681918.0;377543.28
5679;"NAG-BOM";"NAG";"BOM";"2026-07-10";126;"Boeing 737-800";189;103;289842.0;201090.71
5680;"JAI-DEL";"JAI";"DEL";"2025-07-06";126;"Airbus A321";220;135;1253880.0;851164.41
5681;"IXB-CCU";"IXB";"CCU";"2026-12-17";80;"Boeing 737-800";189;187;1412598.0;865767.39
5682;"BOM-DEL";"BOM";"DEL";"2023-04-18";101;"Boeing 737 MAX 8";186;144;703152.0;542487.57
5683;"NAG-BOM";"NAG";"BOM";"2025-11-27";238;"Airbus A320neo";186;179;2094121.0;1356046.57
5684;"PNQ-HYD";"PNQ";"HYD";"2026-05-01";141;"ATR 72";78;54;598644.0;436841.35
5685;"AMD-BOM";"AMD";"BOM";"2026-10-27";82;"Boeing 737-800";189;112;564592.0;491892.31
5686;"PNQ-HYD";"PNQ";"HYD";"2025-04-30";84;"Airbus A320";180;122;565470.0;334130.39
5687;"NAG-BOM";"NAG";"BOM";"2023-09-18";105;"Boeing 737 MAX 8";186;130;325000.0;222744.29
5688;"IXB-CCU";"IXB";"CCU";"2025-12-21";144;"Boeing 737 MAX 8";186;139;386837.0;213494.76
5689;"PNQ-HYD";"PNQ";"HYD";"2024-08-12";161;"ATR 72";78;75;256350.0;166457.32
5690;"IXC-DEL";"IXC";"DEL";"2026-06-20";53;"Airbus A320";180;122;978562.0;594631.23
5691;"DEL-BLR";"DEL";"BLR";"2024-12-15";175;"Airbus A321";220;200;1720600.0;1181875.12
5692;"COK-BLR";"COK";"BLR";"2023-01-27";105;"ATR 72";78;71;749902.0;492892.68
5693;"BLR-HYD";"BLR";"HYD";"2026-05-29";116;"Boeing 787-8";256;169;1962428.0;1678706.7
5694;"LKO-BOM";"LKO";"BOM";"2023-08-22";67;"Boeing 787-8";256;166;1824506.0;1261203.69
5695;"JAI-DEL";"JAI";"DEL";"2026-02-07";217;"Boeing 787-8";256;219;2391699.0;1828550.48
5696;"PNQ-HYD";"PNQ";"HYD";"2026-10-21";159;"Boeing 787-8";256;186;1299024.0;905897.72
5697;"GOI-DEL";"GOI";"DEL";"2025-08-11";132;"Boeing 737-800";189;155;1093215.0;612046.43
5698;"IXC-DEL";"IXC";"DEL";"2025-02-13";181;"ATR 72";78;47;528092.0;301945.05
5699;"IXB-CCU";"IXB";"CCU";"2022-08-01";177;"ATR 72";78;75;537750.0;352751.46
5700;"IXB-CCU";"IXB";"CCU";"2024-02-06";129;"Boeing 737 MAX 8";186;146;643714.0;424043.16
5701;"TRV-MAA";"TRV";"MAA";"2023-12-10";167;"Boeing 787-8";256;157;778249.0;552939.51
5702;"LKO-BOM";"LKO";"BOM";"2023-11-18";149;"Airbus A321";220;127;443738.0;288711.42
5703;"BLR-HYD";"BLR";"HYD";"2025-07-02";139;"ATR 72";78;61;362523.0;293860.64
5704;"IXC-DEL";"IXC";"DEL";"2022-02-06";169;"Airbus A320neo";186;178;1950702.0;1435164.75
5705;"IXC-DEL";"IXC";"DEL";"2026-05-07";91;"Boeing 787-8";256;152;1307352.0;791402.84
5706;"DEL-BLR";"DEL";"BLR";"2026-10-10";199;"Boeing 737-800";189;122;1245742.0;749477.36
5707;"BOM-DEL";"BOM";"DEL";"2025-05-01";221;"Airbus A320";180;147;1286397.0;805295.92
5708;"LKO-BOM";"LKO";"BOM";"2026-10-02";175;"Boeing 787-8";256;212;2008912.0;1444248.81
5709;"CCU-DEL";"CCU";"DEL";"2025-06-09";205;"Boeing 787-8";256;213;1820511.0;1532915.17
5710;"NAG-BOM";"NAG";"BOM";"2023-05-18";70;"Boeing 737-800";189;162;1569618.0;987242.49
5711;"LKO-BOM";"LKO";"BOM";"2023-02-14";211;"Airbus A320";180;110;900130.0;518963.01
5712;"MAA-BOM";"MAA";"BOM";"2022-05-01";154;"Boeing 737 MAX 8";186;178;1181208.0;899330.79
5713;"BLR-HYD";"BLR";"HYD";"2022-05-30";209;"Boeing 737 MAX 8";186;116;743908.0;492936.08
5714;"JAI-DEL";"JAI";"DEL";"2022-12-07";221;"ATR 72";78;62;713310.0;580574.17
5715;"CCU-DEL";"CCU";"DEL";"2023-04-08";163;"Boeing 787-8";256;238;2471154.0;1528632.85
5716;"AMD-BOM";"AMD";"BOM";"2025-05-09";192;"Airbus A320";180;148;1564212.0;1367279.08
5717;"BOM-DEL";"BOM";"DEL";"2022-12-30";109;"ATR 72";78;73;229220.0;173904.43
5718;"COK-BLR";"COK";"BLR";"2024-07-04";103;"Airbus A320neo";186;114;1016424.0;640949.09
5719;"DEL-BLR";"DEL";"BLR";"2024-05-18";52;"Airbus A320";180;114;300390.0;217475.94
5720;"CCU-DEL";"CCU";"DEL";"2023-01-05";163;"Boeing 787-8";256;179;1598828.0;954350.21
5721;"PNQ-HYD";"PNQ";"HYD";"2023-06-16";192;"ATR 72";78;65;621725.0;470217.38
5722;"CCU-DEL";"CCU";"DEL";"2022-02-02";191;"Boeing 787-8";256;155;780890.0;597462.36
5723;"DEL-BLR";"DEL";"BLR";"2022-06-22";126;"Airbus A320neo";186;117;837369.0;629893.82
5724;"DEL-BLR";"DEL";"BLR";"2023-09-17";220;"Boeing 737 MAX 8";186;102;632502.0;501194.5
5725;"BOM-DEL";"BOM";"DEL";"2023-08-16";224;"Airbus A320neo";186;168;1886136.0;1343537.97
5726;"PNQ-HYD";"PNQ";"HYD";"2026-06-30";232;"Boeing 737-800";189;167;583665.0;421225.91
5727;"IXB-CCU";"IXB";"CCU";"2024-12-29";150;"Boeing 737 MAX 8";186;135;1168020.0;873635.66
5728;"DEL-BLR";"DEL";"BLR";"2022-09-24";217;"Airbus A320";180;169;1669889.0;1111660.2
5729;"PNQ-HYD";"PNQ";"HYD";"2024-09-29";63;"Airbus A321";220;213;2282721.0;1960623.67
5730;"LKO-BOM";"LKO";"BOM";"2024-09-19";227;"Airbus A320";180;144;1164528.0;869471.9
5731;"PNQ-HYD";"PNQ";"HYD";"2022-12-02";138;"Airbus A320";180;179;684496.0;442665.72
5732;"DEL-BLR";"DEL";"BLR";"2025-08-10";108;"ATR 72";78;50;248600.0;211369.36
5733;"IXC-DEL";"IXC";"DEL";"2022-12-29";102;"Boeing 737-800";189;172;1728944.0;1095899.6
5734;"BLR-HYD";"BLR";"HYD";"2023-08-13";117;"Airbus A321";220;154;1311618.0;1153129.65
5735;"MAA-BOM";"MAA";"BOM";"2025-02-05";166;"Boeing 737-800";189;110;788590.0;705490.31
5736;"IXB-CCU";"IXB";"CCU";"2022-07-29";105;"Airbus A320";180;157;1277352.0;1042215.61
5737;"PNQ-HYD";"PNQ";"HYD";"2025-11-30";63;"ATR 72";78;47;300142.0;257864.69
5738;"JAI-DEL";"JAI";"DEL";"2025-04-09";194;"Airbus A320";180;128;686208.0;384512.86
5739;"NAG-BOM";"NAG";"BOM";"2026-04-15";193;"Airbus A321";220;213;2400510.0;2131244.5
5740;"NAG-BOM";"NAG";"BOM";"2026-02-18";132;"Airbus A320";180;135;882360.0;698633.78
5741;"MAA-BOM";"MAA";"BOM";"2024-05-05";88;"Airbus A320";180;123;1436148.0;988618.52
5742;"IXB-CCU";"IXB";"CCU";"2023-05-25";163;"ATR 72";78;64;359168.0;255626.45
5743;"BLR-HYD";"BLR";"HYD";"2023-01-04";138;"Boeing 737-800";189;168;1097544.0;859870.23
5744;"LKO-BOM";"LKO";"BOM";"2022-07-08";148;"Airbus A320neo";186;106;1120950.0;665921.07
5745;"IXC-DEL";"IXC";"DEL";"2023-07-04";65;"Airbus A321";220;124;447144.0;397190.71
5746;"BLR-HYD";"BLR";"HYD";"2024-07-12";56;"Airbus A320";180;125;660750.0;529041.56
5747;"AMD-BOM";"AMD";"BOM";"2024-01-22";119;"Boeing 787-8";256;185;694305.0;416484.67
5748;"IXB-CCU";"IXB";"CCU";"2022-08-15";124;"Boeing 787-8";256;178;1285338.0;1065873.17
5749;"BOM-DEL";"BOM";"DEL";"2023-11-26";85;"Boeing 737 MAX 8";186;151;1580064.0;1032346.04
5750;"BOM-DEL";"BOM";"DEL";"2023-03-24";163;"Airbus A320";180;129;586950.0;466823.25
5751;"IXB-CCU";"IXB";"CCU";"2022-04-07";240;"Boeing 737 MAX 8";186;129;1370367.0;1050493.51
5752;"IXC-DEL";"IXC";"DEL";"2026-03-13";158;"ATR 72";78;43;500219.0;280779.9
5753;"COK-BLR";"COK";"BLR";"2026-08-20";147;"Boeing 787-8";256;204;1417188.0;1200265.13
5754;"IXB-CCU";"IXB";"CCU";"2025-09-01";177;"Airbus A320neo";186;152;1480936.0;986522.25
5755;"BLR-HYD";"BLR";"HYD";"2025-10-25";142;"Boeing 787-8";256;169;1990820.0;1752758.48
5756;"TRV-MAA";"TRV";"MAA";"2024-10-14";170;"Boeing 737 MAX 8";186;158;1848284.0;1224107.22
5757;"IXC-DEL";"IXC";"DEL";"2023-06-28";211;"Airbus A321";220;200;1967600.0;1234887.01
5758;"PNQ-HYD";"PNQ";"HYD";"2023-12-03";160;"ATR 72";78;60;642660.0;532520.12
5759;"IXC-DEL";"IXC";"DEL";"2026-02-20";239;"Boeing 787-8";256;236;1491284.0;1185120.31
5760;"MAA-BOM";"MAA";"BOM";"2026-02-25";90;"ATR 72";78;57;177783.0;146852.57
5761;"TRV-MAA";"TRV";"MAA";"2026-02-15";178;"Airbus A321";220;155;943795.0;686082.95
5762;"GOI-DEL";"GOI";"DEL";"2024-02-21";187;"ATR 72";78;61;155123.0;137717.9
5763;"DEL-BLR";"DEL";"BLR";"2022-06-10";124;"Airbus A320neo";186;170;737120.0;530066.76
5764;"MAA-BOM";"MAA";"BOM";"2024-06-26";151;"Boeing 737 MAX 8";186;107;535535.0;318806.02
5765;"AMD-BOM";"AMD";"BOM";"2026-07-05";52;"Boeing 787-8";256;252;1605996.0;1420838.66
5766;"JAI-DEL";"JAI";"DEL";"2026-01-23";151;"Boeing 737-800";189;143;545688.0;445760.46
5767;"BLR-HYD";"BLR";"HYD";"2025-10-11";83;"Airbus A320neo";186;131;1476501.0;1106181.23
5768;"IXB-CCU";"IXB";"CCU";"2023-05-16";91;"Boeing 737-800";189;144;564480.0;422961.01
5769;"BOM-DEL";"BOM";"DEL";"2026-08-04";187;"Boeing 737-800";189;115;652165.0;523527.74
5770;"NAG-BOM";"NAG";"BOM";"2023-05-17";190;"Airbus A320";180;102;463386.0;373408.39
5771;"IXC-DEL";"IXC";"DEL";"2023-04-30";202;"Airbus A320neo";186;161;1673434.0;1463670.77
5772;"BLR-HYD";"BLR";"HYD";"2024-05-24";238;"Airbus A321";220;166;1763584.0;1479489.57
5773;"AMD-BOM";"AMD";"BOM";"2024-10-24";171;"Boeing 737 MAX 8";186;152;1577000.0;1041668.73
5774;"CCU-DEL";"CCU";"DEL";"2022-06-29";50;"Airbus A321";220;143;1230229.0;1079060.29
5775;"PNQ-HYD";"PNQ";"HYD";"2022-09-09";160;"Airbus A320";180;133;649173.0;395464.22
5776;"IXB-CCU";"IXB";"CCU";"2024-05-11";107;"Boeing 787-8";256;185;644910.0;402432.39
5777;"DEL-BLR";"DEL";"BLR";"2022-02-28";73;"Boeing 737-800";189;130;1480830.0;1087499.5
5778;"DEL-BLR";"DEL";"BLR";"2026-10-04";82;"Boeing 737 MAX 8";186;186;2139930.0;1839056.62
5779;"JAI-DEL";"JAI";"DEL";"2023-07-01";67;"ATR 72";78;64;668352.0;576013.25
5780;"MAA-BOM";"MAA";"BOM";"2026-06-03";129;"Airbus A320neo";186;109;549578.0;323728.59
5781;"AMD-BOM";"AMD";"BOM";"2024-01-03";94;"ATR 72";78;49;142002.0;82407.38
5782;"IXB-CCU";"IXB";"CCU";"2026-09-13";114;"Boeing 787-8";256;149;1432188.0;1025052.7
5783;"TRV-MAA";"TRV";"MAA";"2024-03-26";126;"Airbus A320";180;109;998222.0;627787.46
5784;"COK-BLR";"COK";"BLR";"2026-05-29";207;"Boeing 787-8";256;195;1862640.0;1620259.94
5785;"GOI-DEL";"GOI";"DEL";"2022-09-15";64;"Airbus A320";180;165;573375.0;342145.46
5786;"GOI-DEL";"GOI";"DEL";"2023-10-25";75;"Airbus A320neo";186;123;999621.0;607591.11
5787;"IXB-CCU";"IXB";"CCU";"2023-11-30";126;"Airbus A320neo";186;171;1843551.0;1201650.91
5788;"TRV-MAA";"TRV";"MAA";"2025-02-19";181;"Airbus A321";220;135;486000.0;393968.61
5789;"PNQ-HYD";"PNQ";"HYD";"2023-12-29";146;"Airbus A320";180;113;1068076.0;674740.76
5790;"COK-BLR";"COK";"BLR";"2026-12-18";166;"Boeing 787-8";256;209;1512742.0;1026811.18
5791;"GOI-DEL";"GOI";"DEL";"2026-03-24";55;"Boeing 737 MAX 8";186;116;784160.0;528591.84
5792;"MAA-BOM";"MAA";"BOM";"2024-03-21";137;"ATR 72";78;51;295239.0;206506.22
5793;"IXC-DEL";"IXC";"DEL";"2024-05-08";117;"Boeing 737-800";189;140;1652840.0;1368432.04
5794;"LKO-BOM";"LKO";"BOM";"2025-01-30";124;"ATR 72";78;71;358834.0;266465.98
5795;"BLR-HYD";"BLR";"HYD";"2022-11-27";187;"Airbus A320";180;164;510532.0;448044.87
5796;"IXB-CCU";"IXB";"CCU";"2022-11-05";93;"Airbus A320neo";186;126;675738.0;391984.7
5797;"GOI-DEL";"GOI";"DEL";"2023-11-04";205;"Boeing 737-800";189;127;674370.0;572816.77
5798;"IXC-DEL";"IXC";"DEL";"2026-01-17";99;"Boeing 737 MAX 8";186;136;1432216.0;987501.65
5799;"IXB-CCU";"IXB";"CCU";"2024-01-16";123;"Boeing 737 MAX 8";186;156;558324.0;389895.31
5800;"COK-BLR";"COK";"BLR";"2022-09-27";184;"Airbus A320neo";186;169;1190774.0;1022571.44
5801;"BOM-DEL";"BOM";"DEL";"2022-06-29";206;"Airbus A320neo";186;155;1589680.0;1054774.41
5802;"LKO-BOM";"LKO";"BOM";"2024-02-07";152;"Airbus A320";180;155;711915.0;474429.21
5803;"IXC-DEL";"IXC";"DEL";"2023-01-30";155;"Boeing 737 MAX 8";186;128;737792.0;529350.94
5804;"MAA-BOM";"MAA";"BOM";"2025-08-28";162;"Airbus A320neo";186;179;519995.0;288700.37
5805;"IXB-CCU";"IXB";"CCU";"2022-04-04";183;"ATR 72";78;45;161550.0;124927.74
5806;"AMD-BOM";"AMD";"BOM";"2024-04-14";211;"Airbus A320neo";186;177;1854783.0;1256115.7
5807;"MAA-BOM";"MAA";"BOM";"2023-09-01";116;"Airbus A320";180;107;863383.0;602791.92
5808;"LKO-BOM";"LKO";"BOM";"2023-12-22";179;"Airbus A320neo";186;126;1134882.0;691815.29
5809;"LKO-BOM";"LKO";"BOM";"2024-02-22";112;"Boeing 787-8";256;211;2517863.0;1733288.69
5810;"GOI-DEL";"GOI";"DEL";"2024-11-05";91;"Boeing 787-8";256;165;942810.0;637525.59
5811;"IXC-DEL";"IXC";"DEL";"2023-08-09";146;"Airbus A320";180;179;1113380.0;688338.17
5812;"JAI-DEL";"JAI";"DEL";"2025-06-19";64;"ATR 72";78;58;188500.0;155758.68
5813;"JAI-DEL";"JAI";"DEL";"2022-10-21";144;"Airbus A320";180;146;1238226.0;986669.26
5814;"BOM-DEL";"BOM";"DEL";"2022-05-04";81;"ATR 72";78;56;339584.0;265315.35
5815;"BOM-DEL";"BOM";"DEL";"2023-04-01";195;"Boeing 737-800";189;156;1450332.0;1194527.63
5816;"JAI-DEL";"JAI";"DEL";"2024-02-12";168;"Boeing 737-800";189;142;1551634.0;1315680.77
5817;"BOM-DEL";"BOM";"DEL";"2024-10-15";120;"ATR 72";78;68;253504.0;147614.12
5818;"CCU-DEL";"CCU";"DEL";"2026-06-11";195;"Airbus A321";220;160;1460480.0;832949.42
5819;"TRV-MAA";"TRV";"MAA";"2022-01-18";208;"Airbus A320";180;101;795981.0;554469.2
5820;"BOM-DEL";"BOM";"DEL";"2022-06-17";185;"Airbus A321";220;188;1621688.0;1014111.94
5821;"GOI-DEL";"GOI";"DEL";"2025-05-11";149;"Boeing 737-800";189;110;777700.0;621032.22
5822;"JAI-DEL";"JAI";"DEL";"2023-04-07";128;"Boeing 737 MAX 8";186;149;1526654.0;967398.14
5823;"LKO-BOM";"LKO";"BOM";"2023-03-14";50;"Boeing 737-800";189;150;1108050.0;888096.3
5824;"DEL-BLR";"DEL";"BLR";"2026-04-07";234;"Airbus A320";180;169;1422473.0;961224.95
5825;"JAI-DEL";"JAI";"DEL";"2025-09-08";165;"Boeing 737-800";189;134;1538454.0;1118636.12
5826;"PNQ-HYD";"PNQ";"HYD";"2023-09-16";217;"Airbus A320";180;158;664706.0;540467.66
5827;"COK-BLR";"COK";"BLR";"2022-08-08";98;"Boeing 737 MAX 8";186;185;1366965.0;995956.33
5828;"IXB-CCU";"IXB";"CCU";"2025-08-14";75;"Airbus A320neo";186;169;439231.0;286165.64
5829;"IXC-DEL";"IXC";"DEL";"2022-11-14";56;"Airbus A320";180;173;1007206.0;613070.24
5830;"IXB-CCU";"IXB";"CCU";"2026-10-28";139;"Airbus A321";220;142;708154.0;462464.79
5831;"IXB-CCU";"IXB";"CCU";"2023-10-30";99;"Boeing 787-8";256;181;2131818.0;1630901.03
5832;"LKO-BOM";"LKO";"BOM";"2022-02-24";235;"Boeing 787-8";256;238;2787218.0;2274420.37
5833;"PNQ-HYD";"PNQ";"HYD";"2023-10-27";227;"Airbus A321";220;194;562018.0;368825.21
5834;"DEL-BLR";"DEL";"BLR";"2025-05-16";121;"ATR 72";78;52;291876.0;250577.47
5835;"BLR-HYD";"BLR";"HYD";"2026-02-04";220;"ATR 72";78;55;412500.0;296592.42
5836;"BLR-HYD";"BLR";"HYD";"2026-12-14";188;"Airbus A320neo";186;152;1632784.0;1156453.37
5837;"PNQ-HYD";"PNQ";"HYD";"2025-09-25";145;"Boeing 737 MAX 8";186;105;376110.0;315878.74
5838;"DEL-BLR";"DEL";"BLR";"2025-05-21";76;"Boeing 787-8";256;201;892038.0;505105.18
5839;"COK-BLR";"COK";"BLR";"2026-06-21";156;"Boeing 737 MAX 8";186;176;1685904.0;1477020.89
5840;"JAI-DEL";"JAI";"DEL";"2025-05-19";119;"Boeing 787-8";256;244;2423896.0;1945202.1
5841;"JAI-DEL";"JAI";"DEL";"2026-06-04";125;"Boeing 737-800";189;154;619388.0;378221.1
5842;"JAI-DEL";"JAI";"DEL";"2026-03-19";94;"ATR 72";78;42;313992.0;214187.15
5843;"JAI-DEL";"JAI";"DEL";"2022-01-16";239;"Airbus A320neo";186;157;817028.0;632061.12
5844;"LKO-BOM";"LKO";"BOM";"2024-12-16";101;"Airbus A321";220;141;1276755.0;1014036.46
5845;"BLR-HYD";"BLR";"HYD";"2024-01-16";193;"Airbus A320neo";186;118;1101530.0;782753.99
5846;"GOI-DEL";"GOI";"DEL";"2023-09-28";136;"Airbus A320neo";186;156;1723176.0;1003212.42
5847;"LKO-BOM";"LKO";"BOM";"2026-12-13";205;"ATR 72";78;64;618752.0;390931.1
5848;"JAI-DEL";"JAI";"DEL";"2022-09-09";238;"Airbus A320neo";186;131;769625.0;544064.14
5849;"BLR-HYD";"BLR";"HYD";"2022-02-16";53;"Boeing 737 MAX 8";186;173;717258.0;416177.2
5850;"BOM-DEL";"BOM";"DEL";"2024-04-27";114;"Airbus A320";180;125;869375.0;669554.05
5851;"NAG-BOM";"NAG";"BOM";"2023-05-05";149;"Airbus A320";180;120;327480.0;237079.04
5852;"LKO-BOM";"LKO";"BOM";"2025-10-03";166;"ATR 72";78;49;170716.0;130755.48
5853;"NAG-BOM";"NAG";"BOM";"2026-03-27";163;"ATR 72";78;54;365904.0;236273.63
5854;"PNQ-HYD";"PNQ";"HYD";"2023-09-11";136;"Boeing 737 MAX 8";186;112;1271760.0;894493.69
5855;"CCU-DEL";"CCU";"DEL";"2023-11-25";144;"Airbus A321";220;188;1666244.0;1188960.14
5856;"MAA-BOM";"MAA";"BOM";"2022-05-02";182;"Boeing 737 MAX 8";186;129;1323153.0;817356.4
5857;"NAG-BOM";"NAG";"BOM";"2026-12-26";100;"Airbus A320neo";186;150;838200.0;677116.83
5858;"TRV-MAA";"TRV";"MAA";"2022-02-23";113;"Boeing 737-800";189;116;1293864.0;745345.58
5859;"PNQ-HYD";"PNQ";"HYD";"2023-10-28";216;"Boeing 737 MAX 8";186;155;1567050.0;957887.93
5860;"BLR-HYD";"BLR";"HYD";"2025-09-07";227;"Boeing 787-8";256;211;1249120.0;1051960.01
5861;"IXB-CCU";"IXB";"CCU";"2026-09-11";100;"Boeing 787-8";256;201;1547298.0;1110419.1
5862;"GOI-DEL";"GOI";"DEL";"2025-12-17";175;"Airbus A320neo";186;124;558372.0;444955.22
5863;"IXB-CCU";"IXB";"CCU";"2026-09-23";128;"Airbus A320neo";186;107;644247.0;371388.29
5864;"GOI-DEL";"GOI";"DEL";"2022-07-28";212;"Boeing 737-800";189;138;438978.0;389001.38
5865;"JAI-DEL";"JAI";"DEL";"2024-09-12";74;"Airbus A321";220;161;648347.0;364086.55
5866;"NAG-BOM";"NAG";"BOM";"2022-08-10";108;"Boeing 737 MAX 8";186;155;914345.0;708589.51
5867;"BOM-DEL";"BOM";"DEL";"2024-04-04";76;"Boeing 787-8";256;140;1445360.0;1207604.37
5868;"IXB-CCU";"IXB";"CCU";"2023-07-28";113;"Boeing 737-800";189;176;1691888.0;1223512.12
5869;"CCU-DEL";"CCU";"DEL";"2024-07-16";81;"Airbus A320";180;107;1021315.0;699717.62
5870;"DEL-BLR";"DEL";"BLR";"2022-05-11";178;"Airbus A321";220;164;1703960.0;1438881.47
5871;"COK-BLR";"COK";"BLR";"2022-09-12";224;"Boeing 737-800";189;136;1145664.0;892840.52
5872;"AMD-BOM";"AMD";"BOM";"2026-04-28";56;"Boeing 737-800";189;179;1501989.0;873884.26
5873;"PNQ-HYD";"PNQ";"HYD";"2022-02-14";140;"Boeing 737 MAX 8";186;183;1688724.0;1182600.49
5874;"BOM-DEL";"BOM";"DEL";"2024-05-12";65;"Boeing 737 MAX 8";186;168;1663200.0;1410787.13
5875;"IXC-DEL";"IXC";"DEL";"2022-08-12";238;"Airbus A320";180;149;780164.0;694385.2
5876;"IXC-DEL";"IXC";"DEL";"2023-05-14";69;"Boeing 787-8";256;192;1263552.0;1016058.34
5877;"NAG-BOM";"NAG";"BOM";"2024-12-25";207;"Airbus A321";220;219;850815.0;615412.39
5878;"NAG-BOM";"NAG";"BOM";"2026-07-31";142;"Boeing 737 MAX 8";186;108;466560.0;343214.66
5879;"LKO-BOM";"LKO";"BOM";"2024-12-03";94;"Boeing 737 MAX 8";186;131;1404451.0;789680.82
5880;"MAA-BOM";"MAA";"BOM";"2024-06-20";111;"Boeing 737-800";189;140;1165920.0;767876.83
5881;"JAI-DEL";"JAI";"DEL";"2024-08-16";151;"ATR 72";78;77;307846.0;275043.03
5882;"GOI-DEL";"GOI";"DEL";"2024-07-30";66;"Boeing 787-8";256;234;2585934.0;1815946.99
5883;"IXC-DEL";"IXC";"DEL";"2022-01-28";50;"Boeing 737-800";189;127;1388110.0;869948.64
5884;"MAA-BOM";"MAA";"BOM";"2022-06-17";93;"Airbus A320neo";186;130;768950.0;644159.11
5885;"GOI-DEL";"GOI";"DEL";"2026-10-10";53;"Airbus A320";180;179;1448110.0;1174142.49
5886;"IXC-DEL";"IXC";"DEL";"2024-06-03";225;"Boeing 787-8";256;209;2010789.0;1659651.02
5887;"JAI-DEL";"JAI";"DEL";"2022-02-10";80;"ATR 72";78;60;389520.0;262867.5
5888;"LKO-BOM";"LKO";"BOM";"2026-10-11";209;"Boeing 787-8";256;253;3031446.0;2500325.4
5889;"IXB-CCU";"IXB";"CCU";"2025-12-28";208;"Airbus A321";220;218;910804.0;687095.9
5890;"BOM-DEL";"BOM";"DEL";"2022-04-02";194;"Airbus A320neo";186;178;453544.0;407660.62
5891;"NAG-BOM";"NAG";"BOM";"2024-07-26";66;"Boeing 737-800";189;166;1503462.0;886636.82
5892;"NAG-BOM";"NAG";"BOM";"2025-08-30";62;"Boeing 737-800";189;140;520520.0;326201.82
5893;"PNQ-HYD";"PNQ";"HYD";"2025-10-15";170;"Airbus A320neo";186;154;1272502.0;859683.57
5894;"COK-BLR";"COK";"BLR";"2025-10-21";70;"Boeing 787-8";256;239;705289.0;586284.83
5895;"COK-BLR";"COK";"BLR";"2024-03-19";88;"Airbus A320neo";186;160;879840.0;723885.76
5896;"IXB-CCU";"IXB";"CCU";"2022-09-22";227;"Boeing 787-8";256;233;1000269.0;559528.02
5897;"MAA-BOM";"MAA";"BOM";"2022-12-13";167;"Airbus A320neo";186;141;1333296.0;927760.88
5898;"DEL-BLR";"DEL";"BLR";"2022-12-12";230;"Boeing 737 MAX 8";186;119;995435.0;642211.01
5899;"JAI-DEL";"JAI";"DEL";"2025-08-11";186;"Airbus A320neo";186;129;1118946.0;693852.9
5900;"GOI-DEL";"GOI";"DEL";"2024-07-29";80;"Boeing 787-8";256;192;1727808.0;957466.87
5901;"TRV-MAA";"TRV";"MAA";"2022-12-31";218;"Boeing 787-8";256;151;1187615.0;966558.86
5902;"BLR-HYD";"BLR";"HYD";"2025-11-04";120;"ATR 72";78;52;411112.0;343553.33
5903;"IXB-CCU";"IXB";"CCU";"2024-08-26";183;"Airbus A320";180;138;600576.0;347823.38
5904;"BLR-HYD";"BLR";"HYD";"2022-03-29";177;"ATR 72";78;49;459081.0;278455.99
5905;"PNQ-HYD";"PNQ";"HYD";"2026-01-06";186;"Airbus A320neo";186;157;493451.0;417722.96
5906;"COK-BLR";"COK";"BLR";"2026-08-05";190;"ATR 72";78;62;274474.0;204839.66
5907;"IXB-CCU";"IXB";"CCU";"2026-07-15";150;"Airbus A321";220;205;2173615.0;1554387.98
5908;"IXC-DEL";"IXC";"DEL";"2023-11-19";235;"Boeing 737-800";189;181;1265371.0;842182.03
